,date,cart_id,product
244,1/6/2000,12,juice
245,1/6/2000,12,bagels
246,1/6/2000,12,vegetables
247,1/6/2000,12,bagels
248,1/6/2000,12,vegetables
249,1/6/2000,12,laundry detergent
250,1/6/2000,12,yogurt
251,1/6/2000,12,sugar
252,1/6/2000,12,waffles
253,1/6/2000,12,hand soap
254,1/6/2000,12,hand soap
255,1/6/2000,12,butter
256,1/6/2000,12,juice
257,1/6/2000,12,spaghetti sauce
258,1/6/2000,12,vegetables
259,1/6/2000,12,flour
260,1/7/2000,13,sugar
261,1/7/2000,13,fruits
262,1/7/2000,13,all- purpose
263,1/7/2000,13,aluminum foil
264,1/7/2000,13,laundry detergent
265,1/7/2000,13,individual meals
266,1/7/2000,13,flour
267,1/7/2000,13,pork
268,1/7/2000,13,shampoo
269,1/7/2000,13,sugar
270,1/7/2000,13,aluminum foil
271,1/7/2000,13,shampoo
272,1/7/2000,13,soap
273,1/7/2000,13,bagels
274,1/7/2000,13,toilet paper
275,1/7/2000,13,juice
276,1/7/2000,13,ice cream
277,1/7/2000,13,ice cream
278,1/7/2000,13,sandwich loaves
279,1/7/2000,13,soap
280,1/7/2000,13,sugar
281,1/7/2000,13,paper towels
282,1/7/2000,13,vegetables
283,1/7/2000,14,fruits
284,1/7/2000,14,dinner rolls
285,1/7/2000,14,individual meals
286,1/7/2000,14,shampoo
287,1/7/2000,14,ketchup
288,1/7/2000,14,cereals
289,1/7/2000,14,sandwich bags
290,1/7/2000,14,laundry detergent
291,1/7/2000,14,vegetables
292,1/7/2000,14,sandwich loaves
293,1/7/2000,14,cheeses
294,1/7/2000,14,vegetables
295,1/7/2000,15,individual meals
296,1/7/2000,15,ice cream
297,1/7/2000,15,cereals
298,1/7/2000,15,paper towels
299,1/7/2000,15,bagels
300,1/7/2000,15,mixes
301,1/7/2000,15,lunch meat
302,1/7/2000,15,juice
303,1/7/2000,15,toilet paper
304,1/7/2000,15,cheeses
305,1/7/2000,15,paper towels
306,1/7/2000,15,paper towels
307,1/7/2000,15,juice
308,1/7/2000,15,aluminum foil
309,1/7/2000,15,fruits
310,1/7/2000,15,butter
311,1/7/2000,15,sandwich loaves
312,1/7/2000,15,tortillas
313,1/7/2000,15,spaghetti sauce
314,1/7/2000,15,hand soap
315,1/8/2000,16,sugar
316,1/8/2000,16,sandwich bags
317,1/8/2000,16,flour
318,1/8/2000,16,juice
319,1/8/2000,16,milk
320,1/8/2000,16,paper towels
321,1/8/2000,16,cereals
322,1/8/2000,16,sandwich bags
323,1/8/2000,16,pasta
324,1/8/2000,16,soda
325,1/8/2000,16,dishwashing liquid/detergent
326,1/8/2000,16,ice cream
327,1/8/2000,16,soap
328,1/8/2000,16,cheeses
329,1/8/2000,16,beef
330,1/8/2000,16,flour
331,1/8/2000,16,dinner rolls
332,1/8/2000,17,milk
333,1/8/2000,17,hand soap
334,1/8/2000,17,pasta
335,1/8/2000,17,individual meals
336,1/8/2000,17,spaghetti sauce
337,1/8/2000,17,cereals
338,1/8/2000,17,sandwich loaves
339,1/8/2000,17,hand soap
340,1/8/2000,17,individual meals
341,1/8/2000,18,sandwich bags
342,1/8/2000,18,toilet paper
343,1/8/2000,18,bagels
344,1/8/2000,18,shampoo
345,1/8/2000,18,coffee/tea
346,1/9/2000,19,individual meals
347,1/9/2000,19,laundry detergent
348,1/9/2000,19,coffee/tea
349,1/9/2000,19,eggs
350,1/9/2000,19,aluminum foil
351,1/9/2000,19,beef
352,1/9/2000,19,juice
353,1/9/2000,19,flour
354,1/9/2000,19,sugar
355,1/9/2000,19,individual meals
356,1/9/2000,19,waffles
357,1/9/2000,19,bagels
358,1/9/2000,19,vegetables
359,1/9/2000,19,coffee/tea
360,1/9/2000,19,spaghetti sauce
361,1/9/2000,19,butter
362,1/9/2000,19,beef
363,1/10/2000,20,shampoo
364,1/10/2000,20,dishwashing liquid/detergent
365,1/10/2000,20,yogurt
366,1/10/2000,20,juice
367,1/10/2000,20,sugar
368,1/10/2000,20,soap
369,1/10/2000,20,sandwich loaves
370,1/10/2000,20,butter
371,1/10/2000,20,sandwich loaves
372,1/10/2000,20,coffee/tea
373,1/10/2000,20,ketchup
374,1/10/2000,20,aluminum foil
375,1/10/2000,20,dishwashing liquid/detergent
376,1/10/2000,20,mixes
377,1/10/2000,20,laundry detergent
378,1/10/2000,20,shampoo
379,1/10/2000,20,cheeses
380,1/10/2000,20,tortillas
381,1/10/2000,20,toilet paper
382,1/10/2000,20,hand soap
383,1/10/2000,20,paper towels
384,1/10/2000,20,beef
385,1/10/2000,20,individual meals
386,1/10/2000,20,toilet paper
387,1/10/2000,20,soda
388,1/10/2000,20,cheeses
389,1/10/2000,20,vegetables
390,1/10/2000,20,aluminum foil
391,1/10/2000,20,toilet paper
392,1/10/2000,20,soap
393,1/10/2000,20,poultry
394,1/10/2000,20,aluminum foil
395,1/11/2000,21,waffles
396,1/11/2000,21,fruits
397,1/11/2000,21,all- purpose
398,1/11/2000,21,pork
399,1/11/2000,21,juice
400,1/11/2000,21,bagels
401,1/11/2000,21,mixes
402,1/11/2000,22,cheeses
403,1/11/2000,22,vegetables
404,1/11/2000,22,cereals
405,1/11/2000,22,sugar
406,1/11/2000,22,bagels
407,1/11/2000,22,soda
408,1/11/2000,23,vegetables
409,1/11/2000,23,vegetables
410,1/11/2000,23,aluminum foil
411,1/11/2000,23,bagels
412,1/11/2000,23,vegetables
413,1/11/2000,23,shampoo
414,1/11/2000,23,shampoo
415,1/11/2000,23,vegetables
416,1/11/2000,23,dishwashing liquid/detergent
417,1/11/2000,23,cereals
418,1/11/2000,23,cheeses
419,1/11/2000,23,flour
420,1/11/2000,23,lunch meat
421,1/11/2000,23,pasta
422,1/11/2000,23,soda
423,1/11/2000,23,vegetables
424,1/11/2000,23,toilet paper
425,1/11/2000,23,poultry
426,1/11/2000,23,coffee/tea
427,1/11/2000,23,flour
428,1/11/2000,23,all- purpose
429,1/11/2000,23,waffles
430,1/11/2000,23,coffee/tea
431,1/11/2000,23,milk
432,1/11/2000,23,yogurt
433,1/11/2000,23,vegetables
434,1/11/2000,23,mixes
435,1/11/2000,23,pasta
436,1/11/2000,23,dishwashing liquid/detergent
437,1/11/2000,23,dishwashing liquid/detergent
438,1/11/2000,23,dishwashing liquid/detergent
439,1/11/2000,24,fruits
440,1/11/2000,24,all- purpose
441,1/11/2000,24,pasta
442,1/11/2000,24,cheeses
443,1/11/2000,24,juice
444,1/11/2000,24,sandwich bags
445,1/11/2000,24,vegetables
446,1/11/2000,24,sandwich loaves
447,1/11/2000,24,coffee/tea
448,1/11/2000,24,juice
449,1/11/2000,24,lunch meat
450,1/11/2000,24,spaghetti sauce
451,1/11/2000,24,paper towels
452,1/11/2000,24,hand soap
453,1/11/2000,24,soap
454,1/11/2000,24,ice cream
455,1/11/2000,24,individual meals
456,1/11/2000,24,ketchup
457,1/11/2000,24,butter
458,1/11/2000,24,poultry
459,1/11/2000,24,cheeses
460,1/11/2000,24,bagels
461,1/11/2000,24,all- purpose
462,1/11/2000,24,ketchup
463,1/11/2000,24,waffles
464,1/11/2000,24,soap
465,1/11/2000,25,bagels
466,1/11/2000,25,sugar
467,1/11/2000,25,pork
468,1/11/2000,25,sandwich loaves
469,1/11/2000,25,tortillas
470,1/11/2000,25,ice cream
471,1/11/2000,25,all- purpose
472,1/11/2000,25,yogurt
473,1/11/2000,25,fruits
474,1/11/2000,25,pasta
475,1/11/2000,25,lunch meat
476,1/11/2000,25,dishwashing liquid/detergent
477,1/11/2000,25,juice
478,1/11/2000,25,vegetables
479,1/11/2000,25,vegetables
480,1/12/2000,26,fruits
481,1/12/2000,26,sandwich loaves
482,1/12/2000,26,vegetables
483,1/12/2000,26,coffee/tea
484,1/12/2000,26,aluminum foil
485,1/12/2000,26,vegetables
486,1/12/2000,26,shampoo
487,1/12/2000,26,cereals
488,1/12/2000,26,dinner rolls
489,1/12/2000,26,coffee/tea
490,1/12/2000,26,poultry
491,1/12/2000,26,butter
492,1/12/2000,26,juice
493,1/12/2000,26,paper towels
494,1/12/2000,26,vegetables
495,1/12/2000,26,beef
496,1/12/2000,26,mixes
497,1/12/2000,26,lunch meat
498,1/12/2000,26,bagels
499,1/12/2000,26,tortillas
500,1/12/2000,26,aluminum foil
501,1/12/2000,26,individual meals
502,1/12/2000,26,beef
503,1/12/2000,26,juice
504,1/12/2000,26,soda
505,1/12/2000,26,hand soap
506,1/12/2000,26,dinner rolls
507,1/12/2000,26,flour
508,1/12/2000,26,poultry
509,1/12/2000,26,sandwich loaves
510,1/12/2000,26,sugar
511,1/12/2000,26,yogurt
512,1/13/2000,27,laundry detergent
513,1/13/2000,27,pork
514,1/13/2000,27,pasta
515,1/13/2000,27,cheeses
516,1/13/2000,27,fruits
517,1/13/2000,27,sugar
518,1/13/2000,27,lunch meat
519,1/13/2000,27,laundry detergent
520,1/13/2000,27,paper towels
521,1/13/2000,27,butter
522,1/13/2000,27,sandwich loaves
523,1/13/2000,27,ice cream
524,1/13/2000,27,waffles
525,1/13/2000,27,all- purpose
526,1/13/2000,27,sandwich bags
527,1/13/2000,27,lunch meat
528,1/13/2000,27,sandwich loaves
529,1/13/2000,27,poultry
530,1/13/2000,27,vegetables
531,1/13/2000,27,shampoo
532,1/13/2000,27,dinner rolls
533,1/13/2000,27,milk
534,1/13/2000,27,soda
535,1/13/2000,27,mixes
536,1/13/2000,28,pork
537,1/13/2000,28,bagels
538,1/13/2000,28,poultry
539,1/13/2000,28,pasta
540,1/13/2000,28,butter
541,1/13/2000,28,all- purpose
542,1/13/2000,28,pasta
543,1/13/2000,28,shampoo
544,1/13/2000,28,sugar
545,1/13/2000,28,ketchup
546,1/13/2000,28,eggs
547,1/13/2000,28,soda
548,1/13/2000,28,tortillas
549,1/13/2000,28,soap
550,1/13/2000,28,individual meals
551,1/13/2000,28,ketchup
552,1/13/2000,28,butter
553,1/13/2000,28,mixes
554,1/13/2000,28,juice
555,1/13/2000,28,lunch meat
556,1/13/2000,28,cereals
557,1/13/2000,28,waffles
558,1/13/2000,28,shampoo
559,1/13/2000,28,shampoo
560,1/13/2000,28,toilet paper
561,1/13/2000,28,poultry
562,1/13/2000,28,lunch meat
563,1/13/2000,29,pasta
564,1/13/2000,29,butter
565,1/13/2000,29,sandwich loaves
566,1/13/2000,29,spaghetti sauce
567,1/13/2000,29,juice
568,1/13/2000,29,dinner rolls
569,1/13/2000,29,all- purpose
570,1/13/2000,29,pork
571,1/13/2000,29,yogurt
572,1/13/2000,29,vegetables
573,1/13/2000,29,spaghetti sauce
574,1/13/2000,29,vegetables
575,1/14/2000,30,flour
576,1/14/2000,30,bagels
577,1/14/2000,30,cheeses
578,1/14/2000,30,sandwich loaves
579,1/14/2000,30,toilet paper
580,1/15/2000,31,aluminum foil
581,1/15/2000,31,eggs
582,1/15/2000,31,ice cream
583,1/15/2000,31,pasta
584,1/15/2000,31,juice
585,1/15/2000,31,waffles
586,1/15/2000,31,shampoo
587,1/15/2000,31,dinner rolls
588,1/15/2000,31,soda
589,1/15/2000,31,vegetables
590,1/15/2000,31,laundry detergent
591,1/15/2000,31,hand soap
592,1/15/2000,31,waffles
593,1/15/2000,31,cereals
594,1/15/2000,31,vegetables
595,1/15/2000,31,toilet paper
596,1/15/2000,31,individual meals
597,1/15/2000,31,yogurt
598,1/15/2000,31,spaghetti sauce
599,1/15/2000,31,ice cream
600,1/15/2000,31,soda
601,1/15/2000,31,lunch meat
602,1/15/2000,31,paper towels
603,1/15/2000,32,soap
604,1/15/2000,32,paper towels
605,1/15/2000,32,individual meals
606,1/15/2000,32,dinner rolls
607,1/15/2000,32,vegetables
608,1/15/2000,32,lunch meat
609,1/15/2000,32,sugar
610,1/15/2000,32,soap
611,1/15/2000,32,eggs
612,1/15/2000,32,beef
613,1/15/2000,32,yogurt
614,1/15/2000,32,soda
615,1/15/2000,32,sandwich loaves
616,1/15/2000,32,aluminum foil
617,1/15/2000,32,dinner rolls
618,1/15/2000,32,soap
619,1/15/2000,32,cheeses
620,1/15/2000,32,sandwich loaves
621,1/15/2000,32,ice cream
622,1/15/2000,32,ketchup
623,1/15/2000,33,sandwich loaves
624,1/15/2000,33,pork
625,1/15/2000,33,sandwich bags
626,1/15/2000,33,ketchup
627,1/15/2000,33,coffee/tea
628,1/15/2000,33,vegetables
629,1/15/2000,33,soda
630,1/15/2000,33,poultry
631,1/15/2000,33,pasta
632,1/15/2000,33,all- purpose
633,1/15/2000,33,coffee/tea
634,1/15/2000,33,paper towels
635,1/15/2000,33,individual meals
636,1/15/2000,33,vegetables
637,1/15/2000,33,poultry
638,1/15/2000,33,flour
639,1/15/2000,33,aluminum foil
640,1/15/2000,33,soap
641,1/15/2000,33,yogurt
642,1/15/2000,33,mixes
643,1/15/2000,33,soda
644,1/16/2000,34,lunch meat
645,1/16/2000,34,mixes
646,1/16/2000,34,vegetables
647,1/16/2000,34,soap
648,1/16/2000,34,hand soap
649,1/16/2000,34,tortillas
650,1/16/2000,34,coffee/tea
651,1/16/2000,34,cheeses
652,1/16/2000,34,tortillas
653,1/16/2000,34,cheeses
654,1/16/2000,34,ice cream
655,1/16/2000,34,tortillas
656,1/16/2000,34,beef
657,1/16/2000,34,yogurt
658,1/16/2000,34,spaghetti sauce
659,1/16/2000,34,soda
660,1/16/2000,34,eggs
661,1/16/2000,35,aluminum foil
662,1/16/2000,35,cheeses
663,1/16/2000,35,cereals
664,1/16/2000,35,mixes
665,1/16/2000,35,laundry detergent
666,1/16/2000,35,juice
667,1/16/2000,35,pork
668,1/16/2000,35,bagels
669,1/16/2000,35,sandwich loaves
670,1/16/2000,35,yogurt
671,1/16/2000,35,milk
672,1/16/2000,35,sandwich loaves
673,1/16/2000,35,spaghetti sauce
674,1/16/2000,35,cereals
675,1/16/2000,35,individual meals
676,1/16/2000,35,eggs
677,1/17/2000,36,soap
678,1/17/2000,36,vegetables
679,1/17/2000,36,lunch meat
680,1/17/2000,36,flour
681,1/17/2000,36,juice
682,1/17/2000,36,yogurt
683,1/17/2000,36,shampoo
684,1/17/2000,36,spaghetti sauce
685,1/17/2000,36,ketchup
686,1/17/2000,36,laundry detergent
687,1/17/2000,36,dinner rolls
688,1/17/2000,36,ketchup
689,1/17/2000,36,vegetables
690,1/17/2000,36,shampoo
691,1/17/2000,36,sugar
692,1/17/2000,36,flour
693,1/17/2000,36,sandwich bags
694,1/17/2000,36,paper towels
695,1/17/2000,36,pork
696,1/17/2000,36,vegetables
697,1/17/2000,36,butter
698,1/17/2000,36,dinner rolls
699,1/17/2000,36,pork
700,1/17/2000,36,all- purpose
701,1/17/2000,36,hand soap
702,1/17/2000,36,sandwich bags
703,1/17/2000,36,all- purpose
704,1/17/2000,37,fruits
705,1/17/2000,37,lunch meat
706,1/17/2000,37,dinner rolls
707,1/17/2000,37,shampoo
708,1/17/2000,37,vegetables
709,1/17/2000,37,hand soap
710,1/17/2000,37,mixes
711,1/17/2000,37,vegetables
712,1/17/2000,37,pasta
713,1/17/2000,37,sugar
714,1/17/2000,37,vegetables
715,1/17/2000,38,eggs
716,1/17/2000,38,hand soap
717,1/17/2000,38,dinner rolls
718,1/17/2000,38,hand soap
719,1/17/2000,38,lunch meat
720,1/17/2000,38,laundry detergent
721,1/17/2000,38,pasta
722,1/17/2000,38,aluminum foil
723,1/17/2000,38,toilet paper
724,1/17/2000,38,cereals
725,1/17/2000,38,coffee/tea
726,1/17/2000,38,toilet paper
727,1/17/2000,38,vegetables
728,1/17/2000,38,juice
729,1/17/2000,38,lunch meat
730,1/17/2000,38,soda
731,1/17/2000,38,pork
732,1/17/2000,38,fruits
733,1/17/2000,38,spaghetti sauce
734,1/17/2000,38,laundry detergent
735,1/17/2000,38,butter
736,1/17/2000,38,tortillas
737,1/17/2000,38,individual meals
738,1/17/2000,38,aluminum foil
739,1/17/2000,38,toilet paper
740,1/17/2000,38,poultry
741,1/17/2000,38,toilet paper
742,1/17/2000,38,toilet paper
743,1/18/2000,39,coffee/tea
744,1/18/2000,39,milk
745,1/18/2000,39,dinner rolls
746,1/18/2000,39,beef
747,1/18/2000,39,coffee/tea
748,1/18/2000,39,waffles
749,1/18/2000,39,beef
750,1/18/2000,39,eggs
751,1/18/2000,39,sandwich bags
752,1/18/2000,39,tortillas
753,1/18/2000,39,vegetables
754,1/18/2000,39,tortillas
755,1/18/2000,39,all- purpose
756,1/18/2000,39,vegetables
757,1/18/2000,39,yogurt
758,1/18/2000,39,cheeses
759,1/18/2000,39,mixes
760,1/18/2000,39,ketchup
761,1/18/2000,39,waffles
762,1/18/2000,39,aluminum foil
763,1/18/2000,39,hand soap
764,1/18/2000,39,hand soap
765,1/18/2000,39,pork
766,1/18/2000,39,vegetables
767,1/18/2000,39,butter
768,1/18/2000,40,hand soap
769,1/18/2000,40,sandwich bags
770,1/18/2000,40,poultry
771,1/18/2000,40,beef
772,1/18/2000,40,coffee/tea
773,1/18/2000,40,mixes
774,1/18/2000,40,poultry
775,1/18/2000,40,sandwich loaves
776,1/18/2000,40,shampoo
777,1/18/2000,40,ice cream
778,1/18/2000,40,poultry
779,1/18/2000,40,shampoo
780,1/18/2000,41,milk
781,1/18/2000,41,hand soap
782,1/18/2000,41,fruits
783,1/18/2000,41,poultry
784,1/18/2000,41,coffee/tea
785,1/18/2000,41,sugar
786,1/18/2000,41,tortillas
787,1/18/2000,41,soda
788,1/18/2000,41,individual meals
789,1/18/2000,41,tortillas
790,1/18/2000,41,milk
791,1/18/2000,41,toilet paper
792,1/18/2000,41,soda
793,1/18/2000,41,poultry
794,1/18/2000,41,coffee/tea
795,1/18/2000,41,spaghetti sauce
796,1/18/2000,41,cheeses
797,1/18/2000,41,flour
798,1/18/2000,41,lunch meat
799,1/18/2000,42,cereals
800,1/18/2000,42,shampoo
801,1/18/2000,42,waffles
802,1/18/2000,42,bagels
803,1/18/2000,42,mixes
804,1/18/2000,42,shampoo
805,1/18/2000,42,mixes
806,1/18/2000,42,beef
807,1/18/2000,42,dinner rolls
808,1/18/2000,42,beef
809,1/18/2000,42,shampoo
810,1/18/2000,42,aluminum foil
811,1/18/2000,42,individual meals
812,1/18/2000,42,sugar
813,1/18/2000,42,spaghetti sauce
814,1/18/2000,42,juice
815,1/18/2000,42,tortillas
816,1/18/2000,42,shampoo
817,1/18/2000,42,sandwich loaves
818,1/18/2000,42,sandwich loaves
819,1/18/2000,42,cheeses
820,1/18/2000,42,waffles
821,1/18/2000,42,vegetables
822,1/18/2000,42,cheeses
823,1/18/2000,42,individual meals
824,1/18/2000,42,pasta
825,1/18/2000,42,paper towels
826,1/18/2000,42,beef
827,1/18/2000,42,juice
828,1/18/2000,42,paper towels
829,1/18/2000,42,ice cream
830,1/18/2000,42,aluminum foil
831,1/19/2000,43,toilet paper
832,1/19/2000,43,butter
833,1/19/2000,43,ketchup
834,1/19/2000,43,shampoo
835,1/19/2000,43,juice
836,1/19/2000,43,mixes
837,1/19/2000,43,milk
838,1/19/2000,43,shampoo
839,1/19/2000,43,tortillas
840,1/19/2000,43,laundry detergent
841,1/19/2000,43,flour
842,1/19/2000,43,cereals
843,1/19/2000,43,soap
844,1/19/2000,43,toilet paper
845,1/19/2000,43,butter
846,1/19/2000,43,coffee/tea
847,1/19/2000,43,cheeses
848,1/19/2000,43,soap
849,1/19/2000,43,soap
850,1/19/2000,43,butter
851,1/19/2000,43,sandwich loaves
852,1/19/2000,43,milk
853,1/19/2000,43,vegetables
854,1/19/2000,43,cereals
855,1/19/2000,43,dinner rolls
856,1/19/2000,43,poultry
857,1/19/2000,43,dishwashing liquid/detergent
858,1/19/2000,44,butter
859,1/19/2000,44,hand soap
860,1/19/2000,44,waffles
861,1/19/2000,44,laundry detergent
862,1/19/2000,44,shampoo
863,1/19/2000,44,lunch meat
864,1/19/2000,44,cheeses
865,1/19/2000,44,vegetables
866,1/19/2000,44,hand soap
867,1/19/2000,44,cereals
868,1/19/2000,44,vegetables
